primaryIdentifier,symbol,name,description,chr,start,end,n_go,go_terms
Zm00029ab148490,,,Lysine ketoglutarate reductase trans-splicing related 1-like,chr3,167168158,167171580,1,GO:0016021 | integral component of membrane | cellular_component
Zm00041ab149280,,,Mannosyl-oligosaccharide glucosidase GCS1,chr3,167173800,167195923,6,GO:0004573 | Glc3Man9GlcNAc2 oligosaccharide glucosidase activity | molecular_function; GO:0005789 | endoplasmic reticulum membrane | cellular_component; GO:0006487 | protein N-linked glycosylation | biological_process; GO:0009311 | oligosaccharide metabolic process | biological_process; GO:0016021 | integral component of membrane | cellular_component; GO:0046658 | anchored component of plasma membrane | cellular_component
Zm00025ab148730,,,Protein root UVB sensitive 1,chr3,167178589,167185082,8,GO:0003677 | DNA binding | molecular_function; GO:0003899 | DNA-directed 5'-3' RNA polymerase activity | molecular_function; GO:0005739 | mitochondrion | cellular_component; GO:0006351 | DNA-templated transcription | biological_process; GO:0009941 | chloroplast envelope | cellular_component; GO:0010224 | response to UV-B | biological_process; GO:0016021 | integral component of membrane | cellular_component; GO:0032502 | developmental process | biological_process
Zm00035ab148020,,,Pentatricopeptide repeat-containing protein,chr3,167184160,167191016,2,GO:0008270 | zinc ion binding | molecular_function; GO:0016787 | hydrolase activity | molecular_function
Zm00035ab148030,,,Stomagen domain-containing protein,chr3,167188494,167189836,5,GO:0010375 | stomatal complex patterning | biological_process; GO:0016021 | integral component of membrane | cellular_component; GO:0019901 | protein kinase binding | molecular_function; GO:0033612 | receptor serine/threonine kinase binding | molecular_function; GO:2000123 | positive regulation of stomatal complex development | biological_process
Zm00028ab147220,,,Nicastrin,chr3,167190312,167190971,2,GO:0016021 | integral component of membrane | cellular_component; GO:0016485 | protein processing | biological_process
Zm00022ab145000,,,AP-4 complex subunit epsilon,chr3,167191770,167200795,13,GO:0004672 | protein kinase activity | molecular_function; GO:0005524 | ATP binding | molecular_function; GO:0005794 | Golgi apparatus | cellular_component; GO:0005829 | cytosol | cellular_component; GO:0006468 | protein phosphorylation | biological_process; GO:0006886 | intracellular protein transport | biological_process; GO:0009506 | plasmodesma | cellular_component; GO:0016021 | integral component of membrane | cellular_component; GO:0016192 | vesicle-mediated transport | biological_process; GO:0030122 | AP-2 adaptor complex | cellular_component; GO:0030124 | AP-4 adaptor complex | cellular_component; GO:0030276 | clathrin binding | molecular_function; GO:0140312 | cargo adaptor activity | molecular_function
Zm00035ab148040,,,AAI domain-containing protein,chr3,167192894,167193619,2,GO:0005504 | fatty acid binding | molecular_function; GO:0009627 | systemic acquired resistance | biological_process
Zm00020ab145130,,,DEAD box RNA helicase1,chr3,167195859,167200279,13,"GO:0000184 | nuclear-transcribed mRNA catabolic process, nonsense-mediated decay | biological_process; GO:0003723 | RNA binding | molecular_function; GO:0003724 | RNA helicase activity | molecular_function; GO:0003735 | structural constituent of ribosome | molecular_function; GO:0005524 | ATP binding | molecular_function; GO:0005634 | nucleus | cellular_component; GO:0005737 | cytoplasm | cellular_component; GO:0006364 | rRNA processing | biological_process; GO:0006412 | translation | biological_process; GO:0015934 | large ribosomal subunit | cellular_component; GO:0016021 | integral component of membrane | cellular_component; GO:0016787 | hydrolase activity | molecular_function; GO:0043231 | intracellular membrane-bounded organelle | cellular_component"
Zm00027ab145600,,,Putative GDSL-like Lipase/Acylhydrolase superfamily protein,chr3,167198657,167200072,2,GO:0009506 | plasmodesma | cellular_component; GO:0016787 | hydrolase activity | molecular_function
Zm00036ab147940,,,Protein arginine methyltransferase NDUFAF7,chr3,167200768,167205788,5,"GO:0005739 | mitochondrion | cellular_component; GO:0016021 | integral component of membrane | cellular_component; GO:0019918 | peptidyl-arginine methylation, to symmetrical-dimethyl arginine | biological_process; GO:0035243 | protein-arginine omega-N symmetric methyltransferase activity | molecular_function; GO:0051213 | dioxygenase activity | molecular_function"
Zm00041ab149290,,,Replication protein A DNA-binding subunit,chr3,167200809,167209765,1,GO:0003677 | DNA binding | molecular_function
Zm00029ab148500,,,E3 ubiquitin-protein ligase RNF4,chr3,167204080,167207596,8,GO:0004839 | ubiquitin activating enzyme activity | molecular_function; GO:0005840 | ribosome | cellular_component; GO:0016021 | integral component of membrane | cellular_component; GO:0016301 | kinase activity | molecular_function; GO:0016310 | phosphorylation | biological_process; GO:0016567 | protein ubiquitination | biological_process; GO:0016746 | acyltransferase activity | molecular_function; GO:0016874 | ligase activity | molecular_function
Zm00036ab147950,,,BLISTER,chr3,167205703,167214839,1,GO:0040008 | regulation of growth | biological_process
Zm00026ab144590,,,Mitochondrial import inner membrane translocase subunit tim16,chr3,167215968,167218561,15,GO:0002237 | response to molecule of bacterial origin | biological_process; GO:0002832 | negative regulation of response to biotic stimulus | biological_process; GO:0003700 | DNA-binding transcription factor activity | molecular_function; GO:0005634 | nucleus | cellular_component; GO:0005744 | TIM23 mitochondrial import inner membrane translocase complex | cellular_component; GO:0006355 | regulation of DNA-templated transcription | biological_process; GO:0016021 | integral component of membrane | cellular_component; GO:0030150 | protein import into mitochondrial matrix | biological_process; GO:0031348 | negative regulation of defense response | biological_process; GO:0032102 | negative regulation of response to external stimulus | biological_process; GO:1900424 | regulation of defense response to bacterium | biological_process; GO:1902009 | positive regulation of toxin transport | biological_process; GO:1902288 | regulation of defense response to oomycetes | biological_process; GO:2000012 | regulation of auxin polar transport | biological_process; GO:2000378 | negative regulation of reactive oxygen species metabolic process | biological_process
Zm00032ab147340,,,Protein root UVB sensitive 1,chr3,167220693,167226548,8,GO:0003677 | DNA binding | molecular_function; GO:0003899 | DNA-directed 5'-3' RNA polymerase activity | molecular_function; GO:0005739 | mitochondrion | cellular_component; GO:0006351 | DNA-templated transcription | biological_process; GO:0009941 | chloroplast envelope | cellular_component; GO:0010224 | response to UV-B | biological_process; GO:0016021 | integral component of membrane | cellular_component; GO:0032502 | developmental process | biological_process
Zm00018ab149260,,,,chr3,167222218,167223179,2,GO:0007062 | sister chromatid cohesion | biological_process; GO:0008278 | cohesin complex | cellular_component
Zm00040ab153800,VP1,,Regulatory protein viviparous-1,chr3,167234952,167239895,15,GO:0003677 | DNA binding | molecular_function; GO:0003700 | DNA-binding transcription factor activity | molecular_function; GO:0005515 | protein binding | molecular_function; GO:0005634 | nucleus | cellular_component; GO:0005829 | cytosol | cellular_component; GO:0006355 | regulation of DNA-templated transcription | biological_process; GO:0009657 | plastid organization | biological_process; GO:0009733 | response to auxin | biological_process; GO:0009737 | response to abscisic acid | biological_process; GO:0009755 | hormone-mediated signaling pathway | biological_process; GO:0009793 | embryo development ending in seed dormancy | biological_process; GO:0031930 | mitochondria-nucleus signaling pathway | biological_process; GO:0071396 | cellular response to lipid | biological_process; GO:0097306 | cellular response to alcohol | biological_process; GO:1903508 | positive regulation of nucleic acid-templated transcription | biological_process
Zm00038ab146080,,,CBS domain-containing protein,chr3,167236481,167240943,9,GO:0005634 | nucleus | cellular_component; GO:0005737 | cytoplasm | cellular_component; GO:0006468 | protein phosphorylation | biological_process; GO:0016208 | AMP binding | molecular_function; GO:0019887 | protein kinase regulator activity | molecular_function; GO:0019901 | protein kinase binding | molecular_function; GO:0031588 | nucleotide-activated protein kinase complex | cellular_component; GO:0042149 | cellular response to glucose starvation | biological_process; GO:0050790 | regulation of catalytic activity | biological_process
Zm00024ab145910,,,Auxin efflux carrier component,chr3,167241739,167246215,11,GO:0005783 | endoplasmic reticulum | cellular_component; GO:0005886 | plasma membrane | cellular_component; GO:0009555 | pollen development | biological_process; GO:0009734 | auxin-activated signaling pathway | biological_process; GO:0009926 | auxin polar transport | biological_process; GO:0010252 | auxin homeostasis | biological_process; GO:0010315 | auxin export across the plasma membrane | biological_process; GO:0010329 | auxin efflux transmembrane transporter activity | molecular_function; GO:0016021 | integral component of membrane | cellular_component; GO:0055085 | transmembrane transport | biological_process; GO:0080162 | endoplasmic reticulum to cytosol auxin transport | biological_process
Zm00037ab144540,,,Putative homeodomain-like transcription factor superfamily protein,chr3,167242338,167244224,1,GO:0003677 | DNA binding | molecular_function
Zm00024ab145920,,,AB hydrolase-1 domain-containing protein,chr3,167244402,167262909,1,GO:0016787 | hydrolase activity | molecular_function
Zm00026ab144600,VP1,,Regulatory protein viviparous-1,chr3,167246753,167251391,15,GO:0003677 | DNA binding | molecular_function; GO:0003700 | DNA-binding transcription factor activity | molecular_function; GO:0005515 | protein binding | molecular_function; GO:0005634 | nucleus | cellular_component; GO:0005829 | cytosol | cellular_component; GO:0006355 | regulation of DNA-templated transcription | biological_process; GO:0009657 | plastid organization | biological_process; GO:0009733 | response to auxin | biological_process; GO:0009737 | response to abscisic acid | biological_process; GO:0009755 | hormone-mediated signaling pathway | biological_process; GO:0009793 | embryo development ending in seed dormancy | biological_process; GO:0031930 | mitochondria-nucleus signaling pathway | biological_process; GO:0071396 | cellular response to lipid | biological_process; GO:0097306 | cellular response to alcohol | biological_process; GO:1903508 | positive regulation of nucleic acid-templated transcription | biological_process
Zm00026ab144610,,,ABC transporter B family member 26,chr3,167253944,167260522,12,GO:0005524 | ATP binding | molecular_function; GO:0005739 | mitochondrion | cellular_component; GO:0005887 | integral component of plasma membrane | cellular_component; GO:0009536 | plastid | cellular_component; GO:0016021 | integral component of membrane | cellular_component; GO:0016787 | hydrolase activity | molecular_function; GO:0031090 | organelle membrane | cellular_component; GO:0031226 | intrinsic component of plasma membrane | cellular_component; GO:0031967 | organelle envelope | cellular_component; GO:0031969 | chloroplast membrane | cellular_component; GO:0055085 | transmembrane transport | biological_process; GO:0140359 | ABC-type transporter activity | molecular_function
