primaryIdentifier,symbol,name,description,chr,start,end,n_go,go_terms
Zm00038ab324250,,,rRNA biogenesis protein RRP36,chr7,133586913,133588308,6,GO:0000469 | cleavage involved in rRNA processing | biological_process; GO:0003723 | RNA binding | molecular_function; GO:0004540 | ribonuclease activity | molecular_function; GO:0005730 | nucleolus | cellular_component; GO:0030692 | Noc4p-Nop14p complex | cellular_component; GO:0032040 | small-subunit processome | cellular_component
Zm00025ab329160,,,Ternary complex factor-like,chr7,133590390,133595080,7,GO:0003723 | RNA binding | molecular_function; GO:0009451 | RNA modification | biological_process; GO:0010344 | seed oilbody biogenesis | biological_process; GO:0012511 | monolayer-surrounded lipid storage body | cellular_component; GO:0019915 | lipid storage | biological_process; GO:0043231 | intracellular membrane-bounded organelle | cellular_component; GO:0050826 | response to freezing | biological_process
Zm00033ab335640,,,Putative receptor protein kinase,chr7,133593791,133598023,5,GO:0004672 | protein kinase activity | molecular_function; GO:0005524 | ATP binding | molecular_function; GO:0005886 | plasma membrane | cellular_component; GO:0006468 | protein phosphorylation | biological_process; GO:0016021 | integral component of membrane | cellular_component
Zm00026ab320020,,,,chr7,133594033,133618679,1,GO:0007064 | mitotic sister chromatid cohesion | biological_process
Zm00020ab321350,,,Eukaryotic translation initiation factor 3 subunit C,chr7,133595095,133597768,12,GO:0000502 | proteasome complex | cellular_component; GO:0001732 | formation of cytoplasmic translation initiation complex | biological_process; GO:0002181 | cytoplasmic translation | biological_process; GO:0003743 | translation initiation factor activity | molecular_function; GO:0005852 | eukaryotic translation initiation factor 3 complex | cellular_component; GO:0006413 | translational initiation | biological_process; GO:0016021 | integral component of membrane | cellular_component; GO:0016282 | eukaryotic 43S preinitiation complex | cellular_component; GO:0016740 | transferase activity | molecular_function; GO:0022618 | ribonucleoprotein complex assembly | biological_process; GO:0031369 | translation initiation factor binding | molecular_function; GO:0033290 | eukaryotic 48S preinitiation complex | cellular_component
Zm00038ab324260,,,Serine/threonine-protein kinase UCNL,chr7,133595106,133596940,7,GO:0003735 | structural constituent of ribosome | molecular_function; GO:0004674 | protein serine/threonine kinase activity | molecular_function; GO:0005524 | ATP binding | molecular_function; GO:0005634 | nucleus | cellular_component; GO:0005737 | cytoplasm | cellular_component; GO:0005886 | plasma membrane | cellular_component; GO:0006468 | protein phosphorylation | biological_process
Zm00025ab329170,,,Tetraketide alpha-pyrone reductase 1,chr7,133595223,133597062,4,"GO:0005783 | endoplasmic reticulum | cellular_component; GO:0016616 | oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor | molecular_function; GO:0048316 | seed development | biological_process; GO:0080110 | sporopollenin biosynthetic process | biological_process"
Zm00025ab329180,,,protein Iojap,chr7,133597700,133608204,5,GO:0000427 | plastid-encoded plastid RNA polymerase complex | cellular_component; GO:0017148 | negative regulation of translation | biological_process; GO:0042644 | chloroplast nucleoid | cellular_component; GO:0043023 | ribosomal large subunit binding | molecular_function; GO:0090071 | negative regulation of ribosome biogenesis | biological_process
Zm00019ab304060,,,Nucleobase-ascorbate transporter 11,chr7,133601771,133605289,4,GO:0005886 | plasma membrane | cellular_component; GO:0016021 | integral component of membrane | cellular_component; GO:0022857 | transmembrane transporter activity | molecular_function; GO:0055085 | transmembrane transport | biological_process
Zm00033ab335650,,,Heavy metal-associated isoprenylated plant protein 41,chr7,133602086,133606704,7,GO:0000976 | transcription cis-regulatory region binding | molecular_function; GO:0003700 | DNA-binding transcription factor activity | molecular_function; GO:0005634 | nucleus | cellular_component; GO:0005737 | cytoplasm | cellular_component; GO:0045893 | positive regulation of DNA-templated transcription | biological_process; GO:0070042 | rRNA (uridine-N3-)-methyltransferase activity | molecular_function; GO:0070475 | rRNA base methylation | biological_process
Zm00030ab317660,,,Clathrin assembly protein,chr7,133605571,133607136,9,"GO:0000149 | SNARE binding | molecular_function; GO:0005545 | 1-phosphatidylinositol binding | molecular_function; GO:0005546 | phosphatidylinositol-4,5-bisphosphate binding | molecular_function; GO:0005794 | Golgi apparatus | cellular_component; GO:0005905 | clathrin-coated pit | cellular_component; GO:0006897 | endocytosis | biological_process; GO:0006900 | vesicle budding from membrane | biological_process; GO:0030136 | clathrin-coated vesicle | cellular_component; GO:0032050 | clathrin heavy chain binding | molecular_function"
Zm00025ab329190,,,Pentatricopeptide repeat-containing protein mitochondrial,chr7,133609093,133612280,3,GO:0003677 | DNA binding | molecular_function; GO:0006355 | regulation of DNA-templated transcription | biological_process; GO:0016021 | integral component of membrane | cellular_component
Zm00035ab328630,,,,chr7,133610708,133611985,5,GO:0005886 | plasma membrane | cellular_component; GO:0016021 | integral component of membrane | cellular_component; GO:0030001 | metal ion transport | biological_process; GO:0046873 | metal ion transmembrane transporter activity | molecular_function; GO:0055085 | transmembrane transport | biological_process
Zm00027ab321930,,,,chr7,133611460,133613094,1,GO:0016021 | integral component of membrane | cellular_component
Zm00031ab329000,,,Fe(2 ) transport protein 1,chr7,133612314,133613283,5,GO:0005886 | plasma membrane | cellular_component; GO:0016021 | integral component of membrane | cellular_component; GO:0030001 | metal ion transport | biological_process; GO:0046873 | metal ion transmembrane transporter activity | molecular_function; GO:0055085 | transmembrane transport | biological_process
Zm00030ab317670,,,E3 ubiquitin-protein ligase ATL6,chr7,133612587,133614311,11,GO:0005768 | endosome | cellular_component; GO:0005802 | trans-Golgi network | cellular_component; GO:0006511 | ubiquitin-dependent protein catabolic process | biological_process; GO:0006623 | protein targeting to vacuole | biological_process; GO:0006896 | Golgi to vacuole transport | biological_process; GO:0016021 | integral component of membrane | cellular_component; GO:0016567 | protein ubiquitination | biological_process; GO:0016746 | acyltransferase activity | molecular_function; GO:0016874 | ligase activity | molecular_function; GO:0017119 | Golgi transport complex | cellular_component; GO:0061630 | ubiquitin protein ligase activity | molecular_function
Zm00025ab329200,,,Editing factor,chr7,133613072,133615305,14,"GO:0003678 | DNA helicase activity | molecular_function; GO:0005634 | nucleus | cellular_component; GO:0005739 | mitochondrion | cellular_component; GO:0006400 | tRNA modification | biological_process; GO:0008168 | methyltransferase activity | molecular_function; GO:0008422 | beta-glucosidase activity | molecular_function; GO:0009251 | glucan catabolic process | biological_process; GO:0016021 | integral component of membrane | cellular_component; GO:0032259 | methylation | biological_process; GO:0032508 | DNA duplex unwinding | biological_process; GO:0044260 | cellular macromolecule metabolic process | biological_process; GO:0070013 | intracellular organelle lumen | cellular_component; GO:0080156 | mitochondrial mRNA modification | biological_process; GO:0140101 | catalytic activity, acting on a tRNA | molecular_function"
Zm00027ab321940,,,p-loop containing nucleoside triphosphate hydrolase superfamily protein,chr7,133613497,133659389,4,GO:0003723 | RNA binding | molecular_function; GO:0004386 | helicase activity | molecular_function; GO:0016787 | hydrolase activity | molecular_function; GO:0090305 | nucleic acid phosphodiester bond hydrolysis | biological_process
Zm00021ab322080,,,Sodium/hydrogen exchanger,chr7,133614850,133633505,17,GO:0005768 | endosome | cellular_component; GO:0005886 | plasma membrane | cellular_component; GO:0006814 | sodium ion transport | biological_process; GO:0006885 | regulation of pH | biological_process; GO:0009941 | chloroplast envelope | cellular_component; GO:0015081 | sodium ion transmembrane transporter activity | molecular_function; GO:0015299 | solute:proton antiporter activity | molecular_function; GO:0015385 | sodium:proton antiporter activity | molecular_function; GO:0015386 | potassium:proton antiporter activity | molecular_function; GO:0015491 |  | ; GO:0016021 | integral component of membrane | cellular_component; GO:0030004 | cellular monovalent inorganic cation homeostasis | biological_process; GO:0035725 | sodium ion transmembrane transport | biological_process; GO:0071805 | potassium ion transmembrane transport | biological_process; GO:0098656 | anion transmembrane transport | biological_process; GO:0098659 | inorganic cation import across plasma membrane | biological_process; GO:1902600 | proton transmembrane transport | biological_process
Zm00029ab331650,,,WPP domain-interacting protein 2,chr7,133616345,133619548,1,GO:0016021 | integral component of membrane | cellular_component
Zm00020ab321370,,,PREDICTED,chr7,133618757,133624511,4,GO:0000786 | nucleosome | cellular_component; GO:0003677 | DNA binding | molecular_function; GO:0005886 | plasma membrane | cellular_component; GO:0046982 | protein heterodimerization activity | molecular_function
Zm00026ab320030,,,Heavy metal-associated isoprenylated plant protein 41,chr7,133618896,133624078,7,GO:0000976 | transcription cis-regulatory region binding | molecular_function; GO:0003700 | DNA-binding transcription factor activity | molecular_function; GO:0005634 | nucleus | cellular_component; GO:0005737 | cytoplasm | cellular_component; GO:0045893 | positive regulation of DNA-templated transcription | biological_process; GO:0070042 | rRNA (uridine-N3-)-methyltransferase activity | molecular_function; GO:0070475 | rRNA base methylation | biological_process
Zm00020ab321380,,,IRK-interacting protein,chr7,133622442,133625762,2,GO:0006457 | protein folding | biological_process; GO:0016021 | integral component of membrane | cellular_component
Zm00024ab322550,,,Homeobox-leucine zipper protein ATHB-6,chr7,133631507,133633677,6,"GO:0000981 | DNA-binding transcription factor activity, RNA polymerase II-specific | molecular_function; GO:0005634 | nucleus | cellular_component; GO:0006357 | regulation of transcription by RNA polymerase II | biological_process; GO:0008483 | transaminase activity | molecular_function; GO:0043565 | sequence-specific DNA binding | molecular_function; GO:0045893 | positive regulation of DNA-templated transcription | biological_process"
Zm00039ab323260,,,BPI2 domain-containing protein,chr7,133635801,133643370,7,GO:0000325 | plant-type vacuole | cellular_component; GO:0005615 | extracellular space | cellular_component; GO:0008289 | lipid binding | molecular_function; GO:0010468 | regulation of gene expression | biological_process; GO:0016021 | integral component of membrane | cellular_component; GO:0097367 | carbohydrate derivative binding | molecular_function; GO:1903409 | reactive oxygen species biosynthetic process | biological_process
